CodigoArticulo,DESCRIPCION,PRESENTACION,Precios,GrupoTerapeutico,Año
9733,Nitrofurantoina (Macrocristales),Cápsula 100 mg,RD$20.00,Antibacteriano/Antibioticos,2023
3283,Nitrofurazona  0.2% Pomada,Tubo 30 g,RD$20.00,Antiinfeccioso-Antisepticono,2023
9545,Olanzapina ,Tableta 10 mg,RD$50.00,Antipsicótico,2023
9813,Olanzapina ,Tableta 5 mg,RD$40.00,Antipsicótico,2023
1589,Omeprazol ,Tableta 20 mg,RD$0.50,Antiulceroso,2023
9950,Orinal Para Hombre,Unidad,RD$25.00,Insumo Hospitalario,2023
9951,Orinal Plástico Desechable para Mujer ,Unidad,RD$65.00,Insumo Hospitalario,2023
1515,Oxido de Zinc ,Frasco 120 ml,RD$15.00,Emoliente Cutáneo,2023
10335,Pañal Desechable (S) 4-10kg,Unidad,RD$10.00,Insumo Hospitalario,2023
9879,Pañal Desechable Grande para Adultos (Large),Unidad,RD$20.00,Insumo Hospitalario,2023
9705,Pañal Desechable Mediano para Adulto ,Unidad,RD$20.00,Insumo Hospitalario,2023
10389,Pañal Desechable Niños (M) 9-15kg,Unidad,RD$10.00,Insumo Hospitalario,2023
10479,Pañal Desechable para niños L ,Unidad,RD$12.00,Insumo Hospitalario,2023
9750,Pañal Desechable Pequeño para Adulto,Unidad,RD$20.00,Insumo Hospitalario,2023
10336,Pañal Desechable Recien Nacido 2-5 kg,Unidad,RD$10.00,Insumo Hospitalario,2023
1194,Penicilina G Benzatínica 1.2,Vial,RD$10.00,Antibacteriano/Antibioticos,2023
1195,"Penicilina G. Benzatínica 2,400,000 UI",Vial,RD$15.00,Antibacteriano/Antibioticos,2023
1196,"Penicilina G. Benzatínica 600,000 UI",Vial,RD$10.00,Antibacteriano/Antibioticos,2023
1202,"Penicilina G.Procaínica 4,00,000 UI .",Vial,RD$5.00,Antibacteriano/Antibioticos,2023
1201,"Penicilina G.Procaínica 4,000,000 UI .",Vial,RD$20.00,Antibacteriano/Antibioticos,2023
1202,"Penicilina G.Procaínica 400,000 UI",Vial,RD$5.00,Antibacteriano/Antibioticos,2023
2432,Perita De Aspiración Nasal,Unidad,RD$15.00,Insumo Hospitalario,2023
9397,Permetrina 1% Champú,Frasco 60 ml,RD$40.00,Escabicida y Pediculicida,2023
9177,Permetrina 1% Loción,Frasco 60 ml,RD$40.00,Escabicida y Pediculicida,2023
9154,Permetrina 5% Crema,Tubo 30 tubo,RD$25.00,Escabicida y Pediculicida,2023
9400,Prednisona,Tableta 50 mg,RD$6.00,Antiinflamatorio Esteroideo,2023
10272,Prednisona ,Tableta  20 mg,RD$5.00,Antiinflamatorio Esteroideo,2023
1646,Prednisona ,Tableta 5 mg,RD$0.70,Antiinflamatorio Esteroideo,2023
10295,Pregabalina ,Capsula 300 mg,RD$20.00,Antiepiléptico/Analgésico,2023
10294,Pregabalina ,Capsula75 mg,RD$10.00,Antiepiléptico/Analgésico,2023
3344,Preservativo Masculino ,Unidad,RD$2.00,Insumo Hospitalario,2023
10271,Propanolol ,Tableta 20 mg,RD$0.40,Cardiovasculares/Antianginoso,2023
9083,Propranolol ,Tableta 40 mg,RD$0.50,Cardiovasculares/Antianginoso,2023
9607,Proteína Hiperprotética Suplemento Nutricional Líquido,Frasco 8 Onzas,RD$100.00,Nutrición,2023
9625,Proteína Polimérica con Probiótico ,Lata 400 g,RD$280.00,Nutrición,2023
9002,Proteína Polimérica con Probióticos Líquida,Frasco 8 Onzas,RD$60.00,Nutrición,2023
9626,Proteína Polimérica en Polvo ,Lata 400 g,RD$300.00,Nutrición,2023
9627,Proteína Polimérica Líquida ,Frasco 8 Onzas,RD$60.00,Nutrición,2023
9557,Proteina Polimerica Modulo Proteico ,Lata 275 g,RD$300.00,Nutrición,2023
9558,Proteína Polimérica para Diabetes Líquida ,Frasco 8 Onzas,RD$70.00,Nutrición,2023
9606,Proteína Poliméricas Hiperprotéica Líquida ,Frasco 8 Onzas,RD$120.00,Nutrición,2023
10416,Quetiapina,Tableta 25 mg,RD$16.00,Antpsicoticos,2023
10410,Quetiapina ,Tableta 100 mg,RD$30.00,Antpsicoticos,2023
10296,Ramipril ,Tableta 5 mg,RD$1.00,Cardiovasculares/Antihipertensivo,2023
9814,Risperidona ,Tableta 1 mg,RD$2.00,Antpsicoticos,2023
1793,Risperidona ,Tableta 2 mg,RD$2.00,Antpsicoticos,2023
9887,Rodillera Grande,Unidad,RD$125.00,Insumos Ortopédicos,2023
9494,Rodillera Mediana,Unidad,RD$125.00,Insumos Ortopédicos,2023
9888,Rodillera Pequeña,Unidad,RD$125.00,Insumos Ortopédicos,2023
1829,Salbutamol ,Tabletan4 mg,RD$0.50,Antiasmatico,2023
10401,Salbutamol Sulfato 100 mcg/Inhalacion,Frasco Aerosol,RD$60.00,Antiasmatico,2023
1831,Salbutamol.P/Nebulizar 5mg/ml,Frasco Gotero10 ml,RD$25.00,Antiasmatico,2023
1885,Sales de Rehidratación Oral ,Sobre,RD$4.00,Diarrea/Rehidratación,2023
9545,Sertralina ,Tableta 50 mg,RD$2.00,Antidepresivo,2023
10242,Simvastatina,Tableta 40 mg,RD$1.00,Reguladores de Lipidos,2023
1375,Simvastatina ,Tableta 20 mg,RD$0.50,Reguladores de Lipidos,2023
1882,Solucion  Ringer con Lactato Frasco 1000 ml,Frasco 1000 ml,RD$20.00,"Soluciones Correctoras Desordenes de Agua, Electrolitos, y Acido Base",2023
9225,Solución Cloruro de Sodio 0.9%,Frasco 100 ml,RD$20.00,"Soluciones Correctoras Desordenes de Agua, Electrolitos, y Acido Base",2023
1872,Solucion Cloruro Dextrosa 0.5% + Cloruro de Sodio 0.33 Frasco 1000 ml,Frasco 1000 ml,RD$20.00,"Soluciones Correctoras Desordenes de Agua, Electrolitos, y Acido Base",2023
1863,Solución Cloruro Sódico 0.9% Iny. I.V. Fco. 1000 ml,Frasco 1000 ml,RD$40.00,"Soluciones Correctoras Desordenes de Agua, Electrolitos, y Acido Base",2023
2333,Sonda Foley 2 Vías No.14,Unidad,RD$20.00,Insumo Hospitalario,2023
2334,Sonda Foley 2 Vías No.16,Unidad,RD$20.00,Insumo Hospitalario,2023
3310,Sucralfato Granulado  1 g,Sobre 1 g,RD$15.00,Antiulceroso,2023
9521,Sulfadiazina Argéntica 1% Crema,Tubo 30 crema,RD$50.00,Antiinfeccioso-Antisepticono,2023
10394,Sulfato de Zinc ,Tableta 200 mg,RD$3.00,Micronutriente,2023
1355,Sulfato Ferroso ,Tableta 300 mg,RD$0.30,Antianémico,2023
10371,Sulfato Ferroso  ,Frasco 60 ml,RD$30.00,Antianémico,2023
9359,Sulfato Ferroso + Ácido Fólico,Tableta 300 mg/5 mg,RD$1.50,Antianémico,2023
9119,Sulfato Ferroso 125 mg/mL Gotas,Frasco 30 ml,RD$30.00,Antianémico,2023
10761,Termometro digital oral,Unidad,RD$110.00,Insumo Hospitalario,2023
1248,Tinidazol  ,Tableta 500 mg,RD$3.00,Antimicrobiano,2023
9496,Tobillera Grande,Unidad,RD$160.00,Insumos Ortopédicos,2023
9495,Tobillera Mediana,Unidad,RD$160.00,Insumos Ortopédicos,2023
10328,Tobillera Mediana Rigida,Unidad,RD$485.00,Insumos Ortopédicos,2023
9890,Tobillera Pequeña,Unidad,RD$200.00,Insumos Ortopédicos,2023
1952,Tobramicina 0.3% Gotas Oftálmicas,Frasco Gotero 5 ml,RD$30.00,Antibiótico/Oftálmico,2023
9124,Trimetoprim-Sulfametoxazol,Tableta 160 mg/800 mg,RD$1.50,Antibacteriano/Antibioticos,2023
1966,Trimetroprím-Sulfametoxazol (40/200mg) 5 mL,Frasco 120 ml,RD$20.00,Antibacteriano/Antibioticos,2023
10370,Valsartán ,Tableta 160 mg,RD$3.00,Cardiovasculares/Antihipertensivo,2023
9885,"Venda Elástica 3"" x 5  Yardas",Unidad,RD$15.00,Insumo Hospitalario,2023
1990,"Venda Elástica 4"" x 5 Yardas",Unidad,RD$15.00,Insumo Hospitalario,2023
9886,"Venda Elástica 6"" x  5 Yardas",Unidad,RD$15.00,Insumo Hospitalario,2023
1431,Verapamil  80 mg,Tableta 80 mg,RD$1.50,Cardiovasculares/Antianginoso,2023
1915,"Vitamina A 50,000 UI","Perla 50,000 UI",RD$1.50,Vitaminas,2023
1912,Vitamina A Y D(3000 UI + 300 UI),"Perla 3,000 /300 UI",RD$1.50,Vitaminas,2023
1914,Vitamina E 400 UI,Perla 400 UI,RD$1.50,Vitaminas,2023
1916,Vitaminas Neurotrópicas +Dexametasona + Dexametasona ,Ampollas ,RD$20.00,Vitaminas,2023
9531,Vitaminas y Minerales ,Capsula,RD$1.50,Vitaminas,2023
9756,Warfarina Sódica ,Tableta 5 mg,RD$5.00,Anticoagulante,2023
10385,Yodopovidona Solución al 10%,Frasco 120 ml,RD$50.00,Desinfectantes/Antiséptico,2023
1945,Aceite de Higado de Bacalao Emulsión (Vit.A10000UI+D1500UI+Vitc.200mg/5ml) Fco.180ml,Frasco 180 ml,RD$40.00,Vitaminas,2024
1034,Acetaminofén (Paracetamol) ,Tableta 500 mg,RD$0.30,Analgésico/Antipirético,2024
10064,Acetaminofen (Paracetamol) 100 mg Supositorio,Supositorio 100 mg,RD$5.00,Analgésico/Antipirético,2024
1037,Acetaminofén (Paracetamol) Gotas Pedatricas 100 mg/ml,Frasco Gotero 15 ml,RD$15.00,Analgésico/Antipirético,2024
10227,Acetaminofen (Paracetamol) Jbe. 125mg/5ml,Frasco 120 ml,RD$15.00,Analgésico/Antipirético,2024
10741,Acetaminofen+Cafeina ,Tableta 500mg/65 mg,RD$25.00,Analgesico-Antimigrañoso,2024
10593,Acetato De Medroxiprogesterona Inyección de Liberación Retardada 150 mg/ml,Vial,RD$50.00,Hormona Contraceptivas,2024
9370,Acetilcisteína ,Ampolla 300 mg/3 ml,RD$15.00,Mucolítico,2024
1252,Aciclovir ,Tableta 400 mg,RD$1.50,Antiviral,2024
9371,Aciclovir 200 mg/5 mL Suspensión,Frasco 60 ml,RD$40.00,Antiviral,2024
1251,Aciclovir Crema ,Tubo de 5 g,RD$10.00,Antiviral,2024
1041,Acido Acetilsalicílico 325mg,Tableta 325 mg,RD$1.00,Analgésico/Antipirético,2024
1042,Acido Acetilsalicílico 81mg,Tableta 81 mg,RD$0.50,Cardiovasculares/Antitrombotico,2024
9329,Acido Ascórbico (Vit. C) 500 mg,Tableta 500 mg,RD$2.00,Vitaminas,2024
1346,Acido Fólico  5 mg,Tableta 5 mg,RD$0.20,Vitaminas,2024
9358,Acido Fólico + Vit. B12 (5mg + 500mcg)/ 5mL,Frasco 120 ml,RD$25.00,Vitaminas,2024
1345,Acido Fólico 5mg/5mL Jarabe,Frasco 120 ml,RD$13.00,Antianémico,2024
1946,Acido Mefenámico ,Tableta 500 mg,RD$0.70,Antiinflamatorio No Esteroides,2024
9501,Ácido Valpróico ,Tableta 50 mg,RD$12.00,Anticonvulsivante/Trastorno Bipolar,2024
1696,Acido valproico 200 mg/ml Solucion Oral,Frasco 40 ml,RD$90.00,Anticonvulsivante/Trastorno Bipolar,2024
1891,Agua Para Inyectable,Ampolla 10 ml,RD$3.00,Insumo Hospitalario,2024
1893,Agua Para Inyetable,Ampolla 5 ml,RD$3.00,Insumo Hospitalario,2024
1216,Albendazol  Suspensión (dosis única) ,Sobre 400 mg/10 ml,RD$5.00,Antihelmintico/Antiparasitario,2024
1215,Albendazol 400 mg   (dosis unica),Tableta 400 mg,RD$1.00,Antihelmintico/Antiparasitario,2024
9030,Albúmina Humana 20%,Frasco 50 ml,"RD$2,000.00",Sustituto del Plasma,2024
9079,Alcohol Isopropílico  ,Frasco 120 ml,RD$20.00,Insumo Hospitalario,2024
9344,Alendronato ,Tableta 70 mg,RD$1.00,Bifosfonato,2024
9510,Algodón Torunda ,Funda 7 g,RD$5.00,Insumo Hospitalario,2024
9718,Alopurinol 300 mg,Tableta 300 mg,RD$1.50,Uricosúrico,2024
1845,Ambroxol  ,Tableta 30 mg,RD$3.00,Mucolítico,2024
9519,Ambroxol 15 mg/5mL Jarabe,Frasco 120 ml,RD$15.00,Mucolítico,2024
1120,Amikacina  ,Vial 500 mg/2 ml,RD$15.00,Antibiótico/Aminoglucosido,2024
9376,Amiodarona ,Tableta 200 mg,RD$4.00,Cardiovasculares/Antiarritmico,2024
1772,Amitriptilína ,Tableta 25 mg,RD$1.50,Antidepresivo/Trastorno del humor,2024
1405,Amlodipina ,Tableta 5 mg,RD$0.20,Cardiovasculares/Antihipertensivo,2024
1404,Amlodipina ,Tableta 10 mg,RD$0.20,Cardiovasculares/Antihipertensivo,2024
2816,Amoxicilina ,Capsula 500 mg,RD$1.00,Antibacteriano/Antibioticos,2024
3289,Amoxicilina  + Ácido Clavulánico ,Capsula 500 mg/125 mg,RD$5.00,Antibioticos/Betalactámico,2024
3290,Amoxicilina 250 mg + Ácido Clavulánico 62.5 mg /5mL,Frasco 60 ml,RD$60.00,Antibioticos/Betalactámico,2024
3288,Amoxicilina 250mg/5mL Polvo para Suspensión Frasco 120 mL,Frasco 120 ml,RD$25.00,Antibacteriano/Antibioticos,2024
1605,Antiespasmódico (N-Butil Bromuro-Hioscina)  20 mg/1 ml,Ampolla ,RD$15.00,Antiespasmódico,2024
1606,Antiespasmodico N-Butil Hioscina-Bromuro de Hioscina ,Tableta 10 mg,RD$5.00,Antiespasmódico,2024
10982,Antigripal ,Tableta ,RD$3.00,Antigripal,2024
1877,Antigripal (con Dextrometorfan 10 mg),Frasco 120 ml,RD$15.00,Antigripal,2024
9484,Atenolol ,Tableta 50 mg,RD$0.20,Cardiovasculares/Antihipertensivo,2024
1378,Atenolol  ,Tableta  100 mg,RD$0.30,Cardiovasculares/Antihipertensivo,2024
1381,Atenolol + Clortalidona ,Tableta 50 mg/12.5 mg,RD$1.50,Cardiovasculares/Antihipertensivo,2024
1379,Atenolol + Clortalidona 100 mg / 25 mg,Tableta 100mg/25mg,RD$2.00,Cardiovasculares/Antihipertensivo,2024
9483,Azitromicina ,Capsula 500 mg,RD$4.00,Antibacteriano/Antibioticos,2024
9482,Azitromicina 200 mg/5mL Polvo para Suspensión,Frasco 30 ml,RD$25.00,Antibacteriano/Antibioticos,2024
2031,Bajante De Suero ,Unidad,RD$10.00,Insumo Hospitalario,2024
9491,Bastón Ajustable de Aluminio Cuatro Apoyos,Unidad,RD$350.00,Insumos Ortopédicos,2024
9490,Bastón Ajustable de Aluminio un Apoyo,Unidad,RD$200.00,Insumos Ortopédicos,2024
9646,Betahistina ,Tableta 6 mg,RD$3.00,Antivertiginosos,2024
9174,Betametasona 0.1%  Crema,Tubo 15 g,RD$50.00,Antiinflamatorio Esteroideo,2024
9796,Bismuto Subsalicilato  Suspension Oral,Frasco 100 ml,RD$50.00,Antidiarreico,2024
10251,Bisoprolol ,Tableta 2.5 mg,RD$3.00,Cardiovasculares/Antianginoso,2024
10252,Bisoprolol ,Tableta 5 mg,RD$3.00,Cardiovasculares/Antianginoso,2024
2005,Bolsa Colectora de Orina 2 L,Unidad,RD$10.00,Insumo Hospitalario,2024
2006,Bolsa Colectora de Orina Pediátrica 100 mL,Unidad,RD$5.00,Insumo Hospitalario,2024
10255,Budesonida 100 mcg/Inhalaion,Frasco Spray,RD$390.00,Antiinflamatorio Esteroideo,2024
10330,Cabestrillo Sencillo (L),Unidad,RD$150.00,Insumos Ortopédicos,2024
10331,Cabestrillo Sencillo (S),Unidad,RD$150.00,Insumos Ortopédicos,2024
9489,Cabestrillo Sencillo Medium,Unidad,RD$150.00,Insumos Ortopédicos,2024
10417,Calamina Locion 0.15%,Frasco 120 ml,RD$45.00,Emoliente Cutaneo,2024
1897,Calcio Carbonato 600 mg + Vit. D3 400UI,Tableta 600mg/400 UI,RD$1.00,Vitaminas,2024
10631,Candesartan ,Tableta 16 mg,RD$2.50,Cardiovasculares/Antihipertensivo,2024
10744,Candesartan ,Tableta 32 mg,RD$3.50,Cardiovasculares/Antihipertensivo,2024
1433,Captoprilo,Tableta 50 mg,RD$0.70,Cardiovasculares/Antihipertensivo,2024
1105,Carbamacepina  ,Tableta 200 mg,RD$1.00,Trastorno Bipolar,2024
9275,Carbonato de Litio ,Tableta 300 mg,RD$3.00,Trastorno Bipolar,2024
9033,Carvedilol ,Tableta 25 mg,RD$1.50,Cardiovasculares/Antianginoso,2024
9031,Carvedilol ,Tableta 6.25 mg,RD$0.70,Cardiovasculares/Antianginoso,2024
9032,Carvedilol ,Tableta 12.5 mg,RD$0.70,Cardiovasculares/Antianginoso,2024
2223,Catéter E.V. # 18,Unidad,RD$15.00,Insumo Hospitalario,2024
2224,Catéter E.V. # 20,Unidad,RD$15.00,Insumo Hospitalario,2024
2225,Catéter E.V. # 22,Unidad,RD$15.00,Insumo Hospitalario,2024
2226,Catéter E.V. # 24,Unidad,RD$15.00,Insumo Hospitalario,2024
1136,Cefalexina  ,Capsula 500 mg,RD$2.00,Antibacteriano/Antibioticos,2024
1137,Cefalexina 250 mg/5mL   Suspensión,Frasco 120 ml,RD$35.00,Antibacteriano/Antibioticos,2024
1147,Ceftriazona 1g,Vial ,RD$10.00,Antibacteriano/Antibioticos,2024
9529,Cetirizina ,Tableta 10 mg,RD$0.50,Antihistamínico,2024
10254,Cetirizina Jbe.5mg/5ml,Frasco 60 ml,RD$20.00,Antihistamínico,2024
1150,Ciprofloxacina ,Tableta 500 mg,RD$1.00,Antibiótico/Quinolonas,2024
9819,Citicolina ,Tableta 500 mg,RD$15.00,"Psicoestimulante, Neuroprotector, Nootropico",2024
9162,Claritromicina ,Tableta 500 mg,RD$5.00,Antibacteriano/Antibioticos,2024
9163,Claritromicina 250 mg/5mL Suspension,Frasco 60 ml,RD$90.00,Antibacteriano/Antibioticos,2024
9164,Clindamicina  ,Capsula 300 mg,RD$5.00,Antibacteriano/Antibioticos,2024
10281,Clindamicina Óvulo,Ovulo 100 mg,RD$10.00,Antibacteriano/Antibioticos,2024
9350,Clopidogrel ,Tableta 75 mg,RD$1.50,Cardiovasculares/Antiagregante Plaquetario,2024
10233,Clorpromazina ,Tableta 25 mg,RD$6.00,Antipsicoticos,2024
1781,Clorpromazina ,Tableta 100m,RD$7.00,Antipsicoticos,2024
10245,Clorpromazina ,Tableta 200 mg,RD$15.00,Antipsicoticos,2024
10233,Clorpromazina ,Tableta 25 mg,RD$6.00,Antipsicoticos,2024
9244,Cloruro de Sodio 6.5 mg/ mL Gotas Nasales,Frasco Gotero 15 ml,RD$15.00,"FLuidificante, Descongestionante",2024
1471,Clotrimazol 1%  Crema,Tubo 30g,RD$10.00,Antifungicos,2024
1475,Clotrimazol 1% Solucion,Frasco Gotero 20 ml,RD$12.00,Antifungicos,2024
10231,Clotrimazol Ovulos ,Ovulo 500 mg,RD$6.00,Antifungicos,2024
9493,Codera Larga Unidad,Unidad,RD$180.00,Insumos Ortopédicos,2024
9492,Codera Mediana Unidad,Unidad,RD$180.00,Insumos Ortopédicos,2024
9498,Collarín Blando Largo,Unidad,RD$100.00,Insumos Ortopédicos,2024
9497,Collarín Blando Mediano,Unidad,RD$100.00,Insumos Ortopédicos,2024
9499,Collarín Rígido Ajustable Grande,Unidad,RD$350.00,Insumos Ortopédicos,2024
1900,"Complejo B (Vit.B1 100 mg, B2 10 mg,  B6 10mg, Nicotinamida",Vial 10 ml,RD$20.00,Vitaminas,2024
1898,Complejo B (Vit.B1 15mg + B2 1mg + B6 2.6mg + B12 2mcg + Nicotinamida 10mg),Tableta ,RD$0.50,Vitaminas,2024
1899,Complejo B (Vit.B1 50 mg + B6 50 mg + B12 200mcg ) 15 mL Jbe,Frasco 120 ml,RD$15.00,Vitaminas,2024
1784,Decanoato de Flufenazina ,Ampolla 25 mg/ml,RD$400.00,Antipsicótico,2024
9404,Deflazacort 6 mg Tableta Blíster,,,Corticosteroide,2024
1638,Dexametasona ,Tableta 0.5 mg,RD$1.50,Antiinflamatorio Esteroideo,2024
9299,DEXAMETASONA ,Tableta 4 mg,RD$5.00,Antiinflamatorio Esteroideo,2024
10250,Dexametasona Fosfato Sódico Iny. IM-IV,Ampolla 4 mg/ml,RD$5.00,Antiinflamatorio Esteroideo,2024
1876,Dextrosa al 50%  i.v.,Vial 20 ml,RD$15.00,"Soluciones Correctoras Desordenes de Agua, Electrolitos, y Acido Base",2024
1045,Diclofenac Sódico ,Ampolla 75 mg/3 ml,RD$2.00,Antiinflamatorio No Esteroides,2024
1043,Diclofenaco Dietilamonio1.16% Gel,Tubo 20 g,RD$10.00,Antiinflamatorio No Esteroides,2024
1047,Diclofenaco Sodico ,Tableta 50 mg,RD$0.20,Antiinflamatorio No Esteroides,2024
1168,Dicloxacilina ,Capsula 500 mg,RD$4.00,Antibacteriano/Antibioticos,2024
9333,Difenhidramina ,Tableta 25 mg,RD$0.50,Antihistamínico,2024
1852,Difenhidramina 10 mg/ml,Ampolla 2 ml,RD$10.00,Antihistamínico,2024
1851,Difenhidramina 12.5 mg/5mL,Frasco 60 ml,RD$15.00,Antihistamínico,2024
1441,Digoxina ,Tableta 0.25 mg,RD$1.00,Cardiovasculares/Antiarritmicos,2024
1598,Dimenhidrinato ,Tableta 50 mg,RD$0.50,Antihistamínico,2024
9413,Dimenhidrinato 15 mg/5 ml Jarabe,Frasco 60 ml,RD$15.00,Antihistamínico,2024
1170,Doxiciclina ,Capsula 100 mg,RD$1.00,Antibacteriano/Antibioticos,2024
1434,Enalapril Maleato ,Tableta 10 mg,RD$0.20,Cardiovasculares/Antihipertensivo,2024
1435,Enalapril Maleato  ,Tableta 20  mg,RD$0.20,Cardiovasculares/Antihipertensivo,2024
1173,Eritromicina  250 mg/5 mL,Frasco 120 ml,RD$50.00,Antibacteriano/Antibioticos,2024
10262,Eritromicina Estearato ,Tableta 500 mg,RD$5.00,Antibacteriano/Antibioticos,2024
9170,Eritropoyetina Humana  Jeringa Precargada,Ampolla 4000 UI/0.3 ml,RD$135.00,Antianémico,2024
11002,Eritropoyetina Humana Liofilizada,Vial,RD$550.00,Antianémico,2024
9102,Espirómetro,Unidad,RD$200.00,Insumo Hospitalario,2024
9369,Espironolactona ,Tableta 100 mg,RD$4.00,Cardiovasculares/Diurético,2024
9793,Espironolactona ,Tableta 25 mg,RD$2.00,Cardiovasculares/Diurético,2024
9337,Estrogenos Conjugados ,Tableta 0.625 mg,RD$5.00,Hormonas Estrogenas,2024
Hormonas Contraceptivas,Etinilestradiol + Levonorgestrel ,Tableta 30mcg/150 mcg,RD$20.00,Hormonas Contraceptivas,2024
1106,Fenitoína Sódica ,Tableta 100 mg,RD$8.00,Antiepiléptico,2024
9727,Fenitoina Sodica  125 mg/5mL Susp. Oral,Frasco 120 ml,RD$200.00,Antiepiléptico,2024
1256,Fluconazol  ,Capsula 150 mg,RD$2.50,Antifungicos,2024
9741,Fluconazol 50 mg/5mL Susp. Oral,Frasco 60 ml,RD$200.00,Antifungicos,2024
9181,Fluoxetina ,Tableta 20 mg,RD$6.00,Antidepresivo/Trastorno del humor,2024
9736,Fosfomicina ,Tableta 500 mg,RD$10.00,Antibacteriano/Antibioticos,2024
9735,Fosfomicina  250 mg/5ml Susp. Oral,Frasco 120 ml,RD$140.00,Antibacteriano/Antibioticos,2024
1574,Furosemida ,Tableta 40 mg,RD$0.30,Cardiovasculares/Diurético,2024
9063,Gasa Precortada 4 X 4 Sobre,Sobre 10 Unidades,RD$10.00,Insumo Hospitalario,2024
9808,Gentamicina 3mg/ml Gotas Oftalmicas,Frasco Gotero 5 ml,RD$30.00,Aminoglucósidos,2024
1175,Gentamicina Sulfato 40 mg/mL,Ampolla 8 mg/2 ml,RD$3.00,Aminoglucósidos,2024
1662,Glibenclamida 5 mg,Tableta 5 mg,RD$0.20,Insulinas y otros Hipoglucemiante,2024
9745,Gotas Oticas (Polimixina+Neomicina),Frasco Gotero 10 ml,RD$125.00,"Antibiotico, Anestesico, Antimicotico",2024
10264,Griseofulvina ,Tableta 500mg,RD$7.00,Antifungicos,2024
2167,Guante Examen Medium # 71/2,Par,RD$3.00,Insumo Hospitalario,2024
10771,Guantes de Goma Nitrilo talla M C/100 unidad,Par,RD$10.00,Insumo Hospitalario,2024
10764,"Guantes de Goma, Nitrilo talla L C/100 Unidad",Par,RD$10.00,Insumo Hospitalario,2024
1787,Haloperidol ,Tableta 5 mg,RD$1.00,Psicoterapéuticos,2024
1786,Haloperidol ,Tableta 10mg,RD$0.90,Psicoterapéuticos,2024
1790,Haloperidol Gotas 2 mg/mL,Frasco Gotero 15 ml,RD$16.00,Psicoterapéuticos,2024
1359,Heparina ,Vial 5000 UI/5 ml,RD$75.00,Anticoagulane,2024
10235,Hidralacina Clorhidrato   ,Tableta 50 mg,RD$40.00,Cardiovasculares/Diurético,2024
9794,Hidroclorotiazida ,Tableta 25 mg,RD$0.30,Cardiovasculares/Diurético,2024
1575,Hidroclorotiazida ,Tableta 50 mg,RD$0.30,Cardiovasculares/Diurético,2024
1514,Hidrocortisona 1% Pomada,Tubo 15 g,RD$20.00,Antiinflamatorio Esteroideo,2024
1640,Hidrocortisona 100 mg,Vial,RD$10.00,Antiinflamatorio Esteroideo,2024
10743,Hidroxido de Aluminio +hidroxido de Magnesio Gel +Simeticona Suspension,Sobre  ml,RD$25.00,Antiacido Antiflatulento,2024
9282,Hierro Sacarosa ,Ampolla 100 mg/5 ml,RD$40.00,Antianémico,2024
10236,Ibuprofeno,Tableta 400,RD$1.00,Antiinflamatorio No Esteroides,2024
1055,Ibuprofeno ,Tableta 600 mg,RD$1.00,Antiinflamatorio No Esteroides,2024
10237,Ibuprofeno  200mg/5ml Suspension,Frasco 60 ml,RD$30.00,Antiinflamatorio No Esteroides,2024
9274,Imipramina Clorhidrato ,Tableta 25 mg,RD$1.00,Antidepresivo/Trastorno del humor,2024
9643,Inmovilizador De Muñeca Derecha,Unidad,RD$160.00,Insumos Ortopédicos,2024
9647,Inmovilizador De Muñeca Izquierda,Unidad,RD$160.00,Insumos Ortopédicos,2024
1690,Inmunoglobulina Antitetánica (Humana),Vial 250 UI/ml,RD$500.00,Antitetanica,2024
9645,Insulina Glargina  Recombinante 100 UI/mL Jeringa Precargada,Ampolla Multidosis,RD$350.00,Insulinas y otros Hipoglucemiante,2024
1663,Insulina Intermedia NPH 100 UI/mL Vial 10 mL,Vial 10 ml,RD$110.00,Insulinas y otros Hipoglucemiante,2024
1664,Insulina Mixta 70/30 100 UI/mL Vial 10 mL,Vial 10 ml,RD$110.00,Insulinas y otros Hipoglucemiante,2024
1665,Insulina Regular (Cristalina) 100 UI/mL Vial 10mL,Vial 10 ml,RD$110.00,Insulinas y otros Hipoglucemiante,2024
10388,Ipratropio Bromuro 0.900 mcg/ml  Sol. Para Nebulizar,Ampolla,RD$50.00,Antiasmatico,2024
3308,Irbesartan ,Tableta 150 mg,,Antihipertensivo,2024
9526,Itraconazol ,Capsula 100 mg,RD$6.50,Antifungicos,2024
2387,Jabón Antiséptico (Benzalconio) Pasta 100 g,Unidad,RD$30.00,Desinfectantes/Antiséptico,2024
2392,Jabón de Avena  Pasta de 100 g,Unidad,RD$30.00,Desinfectantes/Antiséptico,2024
2389,Jabón de Azufre 10%  Pasta de 100 gr.,Unidad,RD$30.00,Desinfectantes/Antiséptico,2024
2020,Jeringa 3 ml,Unidad,RD$2.00,Insumo Hospitalario,2024
2022,Jeringa 5 mL,Unidad,RD$2.00,Insumo Hospitalario,2024
2023,Jeringa 10 mL,Unidad,RD$3.00,Insumo Hospitalario,2024
2029,Jeringa Insulina ,Unidad,RD$2.00,Insumo Hospitalario,2024
9427,Ketoconazol 2% Champú,Frasco 100 ml,RD$30.00,Antifungicos,2024
1481,Ketoconazol 2% Crema,Tubo 30 g,RD$12.00,Antifungicos,2024
